Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Aalco Limited,5127199,-749.88
DESNZ,UKAEA,13/04/2023,Engineering Goods,Fusion,Hidex Chemicals,5138360,"6,142.50"
DESNZ,UKAEA,26/04/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5140534,"11,587.50"
DESNZ,UKAEA,20/04/2023,Research,Fusion,CNR Consiglio Nazionale delle Ricerche,5142240,"14,059.28"
DESNZ,UKAEA,17/04/2023,Personnel Related,Support Services,CGI IT UK Limited,5142815,731.5
DESNZ,UKAEA,17/04/2023,Personnel Related,Support Services,CGI IT UK Limited,5142816,"7,620.48"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143167,"1,973.20"
DESNZ,UKAEA,24/04/2023,Facilities,Fusion,OCS Group UK Ltd,5143169,"3,420.21"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143170,"2,104.75"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143171,"5,416.02"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143206,"2,098.43"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143207,598.53
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5143208,"10,718.32"
DESNZ,UKAEA,24/04/2023,Facilities,Fusion,OCS Group UK Ltd,5143521,"3,278.16"
DESNZ,UKAEA,26/04/2023,Engineering Goods,Other,APC Technology Group plc,5144199,"3,903.51"
DESNZ,UKAEA,26/04/2023,Engineering Goods,Other,APC Technology Group plc,5144200,"16,504.84"
DESNZ,UKAEA,17/04/2023,Personnel Related,Support Services,CGI IT UK Limited,5144743,"2,160.90"
DESNZ,UKAEA,13/04/2023,Learning and Development,Other,Safran Software Solutions AS,5144902,695
DESNZ,UKAEA,5/4/2023,Research,Other,HSE - Financial Operations,5145125,"-5,011.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Burckhardt Compression UK Ltd,5145296,"7,932.60"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Sundry Supplier,5145297,"1,197.00"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Comsol,5145300,"17,990.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5145305,736.67
DESNZ,UKAEA,5/4/2023,Engineering Goods,Property,Budget Forktrucks Ltd,5145306,"1,256.67"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145307,"3,144.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5145314,606.67
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5145315,606.67
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Oxford Innovation Ltd.,5145317,"7,399.20"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Anixter UK Ltd,5145320,912.4
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Carter Jonas LLP,5145321,"1,500.00"
DESNZ,UKAEA,5/4/2023,Facilities,Other,SouthernsBroadstock Limited,5145323,"12,722.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Frazer Nash Consultancy,5145326,"21,055.20"
DESNZ,UKAEA,5/4/2023,Construction,Property,Anixter UK Ltd,5145332,511
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Blake Morgan LLP,5145335,"1,201.20"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Blake Morgan LLP,5145337,"2,001.80"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5145342,"2,302.60"
DESNZ,UKAEA,5/4/2023,ICT,Other,Computacenter UK Ltd,5145344,"18,742.85"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145345,"4,315.10"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145346,"12,400.64"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145349,"8,828.30"
DESNZ,UKAEA,5/4/2023,ICT,Property,Computacenter UK Ltd,5145350,"18,930.28"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145351,"9,294.72"
DESNZ,UKAEA,5/4/2023,ICT,Other,Computacenter UK Ltd,5145352,"2,452.96"
DESNZ,UKAEA,5/4/2023,ICT,Other,Computacenter UK Ltd,5145353,"3,437.40"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Blake Morgan LLP,5145356,"2,347.40"
DESNZ,UKAEA,5/4/2023,Facilities,Fusion,CPS Ltd,5145360,"1,498.25"
DESNZ,UKAEA,5/4/2023,Facilities,Fusion,CPS Ltd,5145361,691.6
DESNZ,UKAEA,5/4/2023,Research,Other,HSE - Financial Operations,5145368,"9,432.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,BSS Oxford,5145369,"6,247.06"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Oxford Innovation Ltd.,5145371,"-2,616.00"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Altair Engineering Ltd.,5145372,"15,450.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Oxford Innovation Ltd.,5145373,"5,150.40"
DESNZ,UKAEA,5/4/2023,Facilities,Fusion,Landwood Group,5145375,"7,594.53"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Beckhoff Automation Ltd,5145376,"1,689.93"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Icenta Controls Ltd,5145378,"2,586.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Air Science Technologies,5145384,796
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145385,987.47
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,RS Components Ltd,5145387,573.86
DESNZ,UKAEA,5/4/2023,Professional Services,Fusion,Imperial College London - GBP,5145389,"67,388.83"
DESNZ,UKAEA,13/04/2023,Consultancy - Other (per Cabinet Office definition),Other,Capful Ltd,5145390,"10,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145394,"1,092.00"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Dell Corporation Ltd,5145398,"2,691.68"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Dell Corporation Ltd,5145398,"8,226.31"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,BOC Ltd,5145400,"2,567.40"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,BOC Ltd,5145401,781.47
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,FTI Ltd,5145404,"5,357.05"
DESNZ,UKAEA,5/4/2023,Fleet,Property,Rabbits Vehicle Hire,5145406,770
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Condec Industrial Maintenance,5145408,750
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,RMB Contractors Limited,5145410,"1,789.53"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,RMB Contractors Limited,5145411,"3,604.79"
DESNZ,UKAEA,6/4/2023,Communications,Fusion,RMB Contractors Limited,5145412,"16,896.47"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145413,"18,291.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145413,"32,146.46"
DESNZ,UKAEA,5/4/2023,Travel,Support Services,UNITAXI LTD,5145415,888.9
DESNZ,UKAEA,5/4/2023,Personnel Related,Support Services,Linkedin Ireland Unlimited Company,5145419,"5,640.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Support Services,Resolution at Work Ltd,5145420,"12,335.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Support Services,Unit 4 Business Software,5145421,"21,796.33"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,A W Clarke,5145422,887.25
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,A W Clarke,5145423,"1,563.25"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,A W Clarke,5145424,"8,482.95"
DESNZ,UKAEA,5/4/2023,Personnel Related,Support Services,Linkedin Ireland Unlimited Company,5145425,"13,851.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Carter Jonas LLP,5145431,"5,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,CPS Ltd,5145432,"11,889.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Other,Saffron Scientific Equipment Ltd,5145433,"17,891.04"
DESNZ,UKAEA,5/4/2023,Professional Services,Other,Saffron Scientific Equipment Ltd,5145434,"8,492.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Other,Saffron Scientific Equipment Ltd,5145435,"35,177.38"
DESNZ,UKAEA,5/4/2023,ICT,Support Services,Computacenter UK Ltd,5145437,681.5
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Machining Techology (Mach-Tech) Ltd,5145438,572.17
DESNZ,UKAEA,5/4/2023,ICT,Support Services,Sphera UK Ltd,5145446,"22,373.24"
DESNZ,UKAEA,5/4/2023,ICT,Support Services,Sphera UK Ltd,5145447,"7,458.00"
DESNZ,UKAEA,5/4/2023,Facilities,Other,University of Bristol,5145448,"8,000.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Laser Additive Solutions Ltd,5145449,"23,795.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Lemo UK Ltd,5145450,836.9
DESNZ,UKAEA,5/4/2023,Research,Other,Laser Additive Solutions Ltd,5145451,"41,156.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Laser Additive Solutions Ltd,5145452,"28,976.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Full Matrix Ltd,5145453,"2,000.40"
DESNZ,UKAEA,5/4/2023,Research,Other,TWI Ltd,5145454,"31,358.24"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,McBains Ltd,5145456,"10,053.00"
DESNZ,UKAEA,5/4/2023,Operational Goods,Fusion,Arco Ltd,5145462,"1,539.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Baxter Storey Ltd.,5145464,-734.78
DESNZ,UKAEA,5/4/2023,Facilities,Property,Baxter Storey Ltd.,5145467,"3,645.00"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Oracle Corporation UK Limited,5145468,"15,507.65"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Baker Bond & Green  Limited,5145472,"1,200.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,3DGBIRE LTD,5145473,"4,577.60"
DESNZ,UKAEA,20/04/2023,ICT,Fusion,Thermo-Calc Software AB,5145476,"-8,052.38"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Mouser Electronics,5145478,506.16
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Tacklestore Ltd TA Safety Lifting Gear,5145479,"2,312.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,RS Components Ltd,5145481,563.92
DESNZ,UKAEA,6/4/2023,Facilities,Property,Idverde Ltd,5145482,"1,515.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Manufacturing Technology Centre,5145484,"17,560.82"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,IP Workstations LTD,5145485,"1,220.00"
DESNZ,UKAEA,5/4/2023,Personnel Related,Support Services,WR Group Limited,5145486,"3,205.00"
DESNZ,UKAEA,5/4/2023,Personnel Related,Other,WR Group Limited,5145487,685
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Fenn Tool Ltd,5145489,"2,227.02"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Manutan UK Limited,5145490,875
DESNZ,UKAEA,5/4/2023,Professional Services,Fusion,AS Scientific Products Ltd,5145491,"60,239.50"
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5145493,840.26
DESNZ,UKAEA,24/04/2023,Facilities,Property,OCS Group UK Ltd,5145493,"1,854.43"
DESNZ,UKAEA,24/04/2023,Facilities,Fusion,OCS Group UK Ltd,5145495,"3,514.52"
DESNZ,UKAEA,5/4/2023,Research,Fusion,Alan Browne Lapping Services Ltd,5145496,"1,210.00"
DESNZ,UKAEA,5/4/2023,Facilities,Fusion,RS Components Ltd,5145497,617.88
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,AS Scientific Products Ltd,5145500,"178,172.50"
DESNZ,UKAEA,5/4/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5145501,"11,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Aalco Limited,5145502,"1,750.50"
DESNZ,UKAEA,6/4/2023,Facilities,Property,Inspectas Compliance Ltd,5145503,"74,364.00"
DESNZ,UKAEA,6/4/2023,Facilities,Property,Inspectas Compliance Ltd,5145504,"18,000.00"
DESNZ,UKAEA,6/4/2023,Facilities,Other,Nuvia Limited,5145505,"10,815.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,AS Scientific Products Ltd,5145506,"13,925.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Fusion,AS Scientific Products Ltd,5145507,"14,102.75"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Budget Forktrucks Ltd,5145509,-728
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Budget Forktrucks Ltd,5145510,"1,011.00"
DESNZ,UKAEA,6/4/2023,Construction,Property,Ameresco Ltd,5145513,"107,073.22"
DESNZ,UKAEA,5/4/2023,ICT,Property,boxxe Limited,5145515,519.08
DESNZ,UKAEA,6/4/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5145516,"6,567.71"
DESNZ,UKAEA,5/4/2023,Consultancy - Other (per Cabinet Office definition),Other,Oxford Global Projects UK Limited,5145517,"2,645.00"
DESNZ,UKAEA,5/4/2023,Travel,Property,Sundry Supplier,5145518,500
DESNZ,UKAEA,5/4/2023,Research,Fusion,National Physical Laboratory Management Ltd,5145519,"5,600.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5145525,506.14
DESNZ,UKAEA,5/4/2023,Consultancy - Other (per Cabinet Office definition),Other,KPMG LLP,5145526,"20,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Machine Building Systems Ltd.,5145529,601.85
DESNZ,UKAEA,5/4/2023,Communications,Property,Manufacturing Technology Centre,5145530,"50,625.00"
DESNZ,UKAEA,5/4/2023,Logistics and Shipping,Property,Baxter Storey Ltd.,5145532,"4,505.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Baxter Storey Ltd.,5145533,"48,738.74"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Baxter Storey Ltd.,5145534,"70,471.80"
DESNZ,UKAEA,5/4/2023,Research,Other,Qdot Technology Ltd,5145535,"33,449.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Qdot Technology Ltd,5145536,"39,477.00"
DESNZ,UKAEA,5/4/2023,Research,Other,3-Sci Ltd,5145537,"15,437.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Frazer Nash Consultancy,5145538,"7,016.40"
DESNZ,UKAEA,6/4/2023,Research,Other,Jacobs U.K. Limited,5145539,"39,015.00"
DESNZ,UKAEA,5/4/2023,Research,Other,University Of Birmingham - GBP,5145540,"92,196.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Grip-Tec Limited,5145541,"21,866.78"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Electron Beam Processes Ltd,5145542,991.02
DESNZ,UKAEA,6/4/2023,Facilities,Other,Nuvia Limited,5145543,"10,950.00"
DESNZ,UKAEA,5/4/2023,ICT,Support Services,Ansys UK Ltd,5145545,996
DESNZ,UKAEA,5/4/2023,ICT,Support Services,Ansys UK Ltd,5145545,"8,964.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Imperial College London - GBP,5145546,"-7,119.87"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Skern Lodge Ltd.,5145547,"15,562.00"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Skern Lodge Ltd.,5145547,"19,862.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Imperial College London - GBP,5145548,"7,000.00"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Other,Complete Storage & Interiors Ltd. (CSI),5145549,"1,079.80"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Other,Complete Storage & Interiors Ltd. (CSI),5145550,908.34
DESNZ,UKAEA,5/4/2023,Engineering Goods,Property,RS Components Ltd,5145552,"2,357.36"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Qmx Laboratories Ltd,5145553,"2,576.25"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,RS Components Ltd,5145556,712.58
DESNZ,UKAEA,5/4/2023,Professional Services,Support Services,Software limited t/a Co2Analysis,5145557,"23,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Byson Limited,5145559,"5,510.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,IS-Instruments Ltd,5145561,"4,695.00"
DESNZ,UKAEA,5/4/2023,ICT,Other,Third Eye Consulting Group Limited,5145562,"9,997.50"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Tescan-UK Ltd,5145563,"483,500.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Glanville Consultants,5145565,"11,282.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Schneider Electric Systems UK Limited,5145566,"3,859.84"
DESNZ,UKAEA,5/4/2023,ICT,Other,Third Eye Consulting Group Limited,5145567,"5,000.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,XIMEA GmbH,5145568,"3,055.65"
DESNZ,UKAEA,5/4/2023,Research,Fusion,Loughborough University,5145569,"1,392.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,LR Engineering,5145570,577.5
DESNZ,UKAEA,5/4/2023,Research,Fusion,Gencoa Ltd,5145571,"6,600.00"
DESNZ,UKAEA,5/4/2023,Research,Fusion,Ansaldo Nuclear Limited,5145573,"110,078.62"
DESNZ,UKAEA,5/4/2023,Travel,Other,Aachen Institute for Nuclear Training Gmbh,5145574,"1,307.75"
DESNZ,UKAEA,5/4/2023,Professional Services,Fusion,Frazer Nash Consultancy,5145575,"10,000.00"
DESNZ,UKAEA,5/4/2023,Operational Goods,Fusion,Arco Ltd,5145577,964.4
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Go 2 Programming Ltd,5145578,"3,400.00"
DESNZ,UKAEA,5/4/2023,ICT,Other,Go 2 Programming Ltd,5145578,"5,000.00"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145579,"1,831.93"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145580,"1,085.12"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Property,Edmundson Electricals Ltd,5145584,768.74
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Computacenter UK Ltd,5145587,"5,495.79"
DESNZ,UKAEA,5/4/2023,ICT,Other,Computacenter UK Ltd,5145587,"18,319.30"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,Cool-Therm (UK) Limited,5145588,"4,885.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Trinity Fire & Security Systems Ltd,5145590,"7,620.92"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Trinity Fire & Security Systems Ltd,5145591,"1,828.21"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Trinity Fire & Security Systems Ltd,5145592,"5,047.36"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Metro Engineering And Plating Works,5145593,"1,440.78"
DESNZ,UKAEA,5/4/2023,Research,Fusion,University of Bristol,5145594,"141,048.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Fusion,Frazer Nash Consultancy,5145595,"14,444.00"
DESNZ,UKAEA,5/4/2023,Learning and Development,Property,Compass Contract Services (UK) Ltd,5145598,"3,225.00"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5145599,"4,464.30"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Open University,5145601,"8,692.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Lemo UK Ltd,5145602,842
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,IS-Rayfast Ltd,5145604,"5,333.67"
DESNZ,UKAEA,5/4/2023,ICT,Fusion,Amplicon Liveline Ltd,5145606,"2,414.59"
DESNZ,UKAEA,5/4/2023,ICT,Property,Network Installation Solutions Ltd,5145610,"2,450.00"
DESNZ,UKAEA,5/4/2023,ICT,Other,Network Installation Solutions Ltd,5145612,520
DESNZ,UKAEA,5/4/2023,Learning and Development,Other,Burge Hughes Walsh Limited,5145613,"3,881.25"
DESNZ,UKAEA,5/4/2023,ICT,Property,Network Installation Solutions Ltd,5145614,"14,790.00"
DESNZ,UKAEA,5/4/2023,ICT,Property,Network Installation Solutions Ltd,5145615,"6,045.00"
DESNZ,UKAEA,5/4/2023,ICT,Property,Network Installation Solutions Ltd,5145617,"1,200.00"
DESNZ,UKAEA,5/4/2023,ICT,Property,Network Installation Solutions Ltd,5145618,"3,525.00"
DESNZ,UKAEA,5/4/2023,ICT,Property,boxxe Limited,5145619,"19,250.00"
DESNZ,UKAEA,6/4/2023,Construction,Other,Optimum Electrical Engineering Limited,5145620,"8,958.01"
DESNZ,UKAEA,6/4/2023,Construction,Other,Optimum Electrical Engineering Limited,5145620,"93,135.87"
DESNZ,UKAEA,5/4/2023,Research,Fusion,The University Of Sheffield,5145621,723.86
DESNZ,UKAEA,5/4/2023,Learning and Development,Other,The Active Bystander Training Company Ltd,5145627,"1,400.00"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Proactive UK Ltd,5145628,745
DESNZ,UKAEA,5/4/2023,Professional Services,Other,Atkins Ltd,5145630,"14,999.72"
DESNZ,UKAEA,6/4/2023,Engineering Goods,Fusion,BOC Ltd,5145633,513.7
DESNZ,UKAEA,5/4/2023,Operational Goods,Support Services,Make Up or Break Up Limited,5145634,601.38
DESNZ,UKAEA,5/4/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Atkins Ltd,5145636,"86,000.00"
DESNZ,UKAEA,5/4/2023,Research,Fusion,Oxford Sigma Limited,5145637,"15,704.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,BPX Electromechanical Company Limited,5145638,737.56
DESNZ,UKAEA,5/4/2023,Facilities,Other,TWI Ltd,5145639,"52,999.10"
DESNZ,UKAEA,5/4/2023,Research,Other,University of Bristol,5145640,"37,607.67"
DESNZ,UKAEA,5/4/2023,Learning and Development,Support Services,Proactive Technical Training,5145642,745
DESNZ,UKAEA,5/4/2023,Research,Fusion,Oxford Sigma Limited,5145643,"15,104.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Burges Salmon,5145644,"20,380.00"
DESNZ,UKAEA,5/4/2023,Research,Fusion,University of Surrey - Surrey Ion Beam Centre,5145647,"3,600.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Torion Plasma Corporation,5145648,"18,316.51"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Custom Profiles Ltd,5145649,"4,200.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,Rittal Limited,5145650,"1,455.86"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,UK Forum for Engineering Structural Integrity (FESI),5145651,583.3
DESNZ,UKAEA,5/4/2023,Research,Fusion,Atkins Ltd,5145652,"7,951.00"
DESNZ,UKAEA,5/4/2023,Research,Fusion,Atkins Ltd,5145653,"7,951.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Property,Carter Jonas LLP,5145656,"52,394.77"
DESNZ,UKAEA,5/4/2023,Facilities,Property,South Oxfordshire District Council,5145657,"94,208.00"
DESNZ,UKAEA,5/4/2023,Facilities,Property,South Oxfordshire District Council,5145658,"84,992.00"
DESNZ,UKAEA,5/4/2023,Professional Services,Other,Burges Salmon,5145659,"4,600.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Darvick Ltd,5145660,"8,215.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,Darvick Ltd,5145661,"3,249.00"
DESNZ,UKAEA,5/4/2023,Research,Other,Duality Quantum Photonics Ltd,5145662,"76,419.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,DMG MORI UK LIMITED,5145664,"12,133.10"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,DMG MORI UK LIMITED,5145665,"5,957.50"
DESNZ,UKAEA,5/4/2023,Facilities,Property,Trinity Fire & Security Systems Ltd,5145668,"7,339.88"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Other,DMG MORI UK LIMITED,5145669,"35,745.00"
DESNZ,UKAEA,5/4/2023,Engineering Goods,Fusion,National Instruments Ltd,5145670,"16,923.22"
